Hostname,Customer,IP_vmKernel,vmKernel_netmask,vmKernel_gateway,vlan_vmKernel,IP_vMotion,vMotion_netmask,vlan_vMotion,vMotion_vDS,vMotion_dvPG,IP_NFS1,NFS1_netmask,IP_NFS2,NFS2_netmask,IP_IPMI_DRAC,HW_Vendor,ipmi_user,ntp,dns1,dns2,vCenter,Cluster,Datacenter
VMMESXURTMP001.dns22-3.socgen,RCR,193.42.37.24,255.255.255.0,193.42.37.254,3525,193.42.32.116,255.255.255.0,3520,VMMDVSNDQMP001,dvPg_VMMDVSNDQMP001_vMotion_3520,193.42.33.105,255.255.255.0,193.42.34.105,255.255.255.0,193.42.20.238,HPE,ccsrac,192.88.36.99, 192.82.208.99,192.64.229.111,192.80.229.111,pnvgvc51.dns22-3.socgen,INTEGRATION,DC_MNDQ
