Hostname,Customer,IP_vmKernel,vmKernel_netmask,vmKernel_gateway,vlan_vmKernel,IP_vMotion,vMotion_netmask,vlan_vMotion,vMotion_vDS,vMotion_dvPG,IP_NFS1,NFS1_netmask,IP_NFS2,NFS2_netmask,IP_IPMI_DRAC,HW_Vendor,ipmi_user,ntp,dns1,dns2,vCenter,Cluster,Datacenter
vmmpanp0001.fr.world.socgen,GCR,184.7.248.33,255.255.248.0,184.7.248.1,221,184.16.8.28,255.255.248.0,222,LAB_VMMCLSPFTPH001,VLAN222_Paris-Orion-POLLUX-DEV-ESX-VMOTION-184.16.8.0/21,10.0.10.111,255.255.255.0,10.0.10.112,255.255.255.0,184.7.89.29,DELL,ccsrac,dewitt.fr.world.socgen,184.2.20.4,184.7.12.44,vmmsgcid02.fr.world.socgen,LAB_VMMCLSPFTPH001,PANTIN
